gene,class,expressed_abc,cpm_abc,targets,cov,signal_k562,signal_cd4_mix,rho
KPNA6,other,True,120.782,8423,0.000265356,0.00080799,-0.00262465,inf
VIM,other,True,2555.45,8423,0.000693776,0.0158557,0.00976714,0.0557498
FAS,p53 targets,True,44.3016,0,,,0.00530364,
RNASET2,other,True,44.2316,8423,0.000793625,0.000988862,-0.00202245,inf
CD44,other,True,531.223,0,,,0.00848758,
KCNG1,other,True,5.97083,0,,,-0.00880493,
AGPAT4,other,True,10.703,8423,0.00115813,-0.080141,-0.00213118,inf
SLAMF7,other,False,0.0104458,0,,,0.0620961,
BTN3A1,other,True,18.7045,0,,,-0.0180594,
MIPEP,other,True,35.8256,8423,0.000871123,-0.164132,-0.0203543,inf
PRKCH,other,True,28.4826,0,,,0.000642261,
INSRR,other,False,0.0165124,0,,,,
IFNGR1,other,True,66.5847,8423,0.000548043,0.01019,-0.00156906,inf
B4GALT7,other,True,67.8849,8423,0.00206474,-0.209185,-0.00560834,inf
SH2D2A,other,False,3.50486,0,,,0.00401708,
VRK2,other,True,49.4867,8423,0.00121581,-0.0360887,-0.00551439,inf
TNFRSF1B,other,False,0.3646,0,,,0.00762767,
VEZT,other,True,63.623,8423,0.000900174,-0.0127739,-0.00309047,inf
POU2F2,other,False,0.746212,0,,,0.0028785,
BRD9,other,True,124.586,8423,0.000878461,-0.073748,-0.00342157,inf
SNX1,other,True,201.862,8423,0.000388421,-0.0176785,-0.00142451,inf
TBPL1,other,True,23.4341,8423,0.000876394,-0.0503568,-0.00387434,inf
ARNTL2,other,True,62.6545,0,,-0.289655,,
BCLAF1,other,True,34.8855,8423,0.000503188,0.000981984,-0.00535822,inf
SLC39A9,other,True,103.592,8423,0.000445552,-0.183124,-0.00378922,inf
ANK1,other,False,0.888474,8423,-0.000352698,-0.0823098,0.115939,-inf
IBSP,other,False,0,0,,,,
TFB1M,other,True,49.3466,8423,0.000757022,-0.0125615,-0.00600657,inf
RABEP1,other,True,226.812,8423,0.00109846,-0.0692054,0.000197863,inf
HMGB3,other,False,4.07536,8423,-0.00138368,-0.0207243,-0.0929825,-inf
NUP160,other,True,89.207,8423,0.000163988,-0.058452,-0.00339294,inf
BAK1,other,True,99.3166,8423,0.000263486,-0.0721882,0.000759508,inf
MUSK,other,False,0.112103,0,,,,
IKZF2,other,True,115.002,0,,,0.212165,
GRN,other,True,242.045,8423,0.00132925,0.00785048,-0.00372029,inf
FAM13B,other,True,79.5191,8423,0.000949117,-0.0544091,-0.00311349,inf
ARHGAP31,other,False,2.12598,0,,,-0.0370082,
CENPQ,other,True,41.4855,8423,0.00130284,-0.170208,-0.00725055,inf
SARS,other,True,11.4733,0,,0.00220307,,
RANBP3,other,True,121.398,8423,0.000553136,-0.0792969,-0.00263308,inf
ARID4A,other,True,34.6326,8423,0.000138966,-0.145869,-0.00667047,inf
EIPR1,other,True,99.4313,8423,0.000350891,-0.00729386,-0.00370286,inf
PNPLA6,other,True,63.9542,8423,-0.000355534,-0.21775,-0.000635546,-inf
IFT88,other,True,29.5808,8423,0.00185624,-0.261793,-0.0352382,inf
ALG1,other,True,47.4791,8423,0.000244471,-0.10665,-0.00897177,inf
ZCCHC8,other,True,29.8405,8423,0.000747852,-0.0282889,-0.00636974,inf
ABCF2,other,True,92.298,8423,0.00118938,-0.0510314,-0.00327408,inf
CHPF2,other,True,40.1394,0,,,-0.00409799,
LRRC7,other,False,0.567546,0,,,,
FUT8,other,True,62.2639,8423,-0.000107952,-0.0846374,0.00464622,-inf
UBA6,other,True,194.534,8423,0.000431409,-0.0238748,-0.00146324,inf
GAB2,other,False,3.94204,8423,0.000795674,-0.172595,0.00619704,inf
ATP6V0A1,other,True,25.8133,8423,0.00123642,0.00300042,-0.0126577,inf
PIAS1,other,True,46.0873,8423,0.000400836,-0.0660468,-0.00794927,inf
SLC4A7,other,True,118.561,8423,0.000856471,-0.034021,0.00407182,inf
APBA2,other,True,23.4579,0,,-0.166765,,
MAP2K3,other,True,104.238,0,,,0.000737383,
EFCAB1,other,False,0.524742,0,,,,
TMSB10,other,True,1224.16,8423,0.00100323,0.0110578,0.0028168,0.179758
ASTE1,other,True,14.5612,0,,,-0.0219645,
RNF19A,other,True,23.2845,8423,0.00120526,-0.154163,0.00401277,inf
PEX3,other,True,42.4985,8423,0.000214065,-0.151881,-0.00546171,inf
MYOC,other,False,0.00137314,0,,,,
SH3YL1,other,True,116.722,0,,,7.24713e-05,
FAM136A,other,True,49.2514,8423,0.00131497,0.00439511,0.00155244,0.503413
VCL,other,True,75.5624,8423,0.000808973,0.00601482,0.000359651,0.550024
DEPDC1B,other,True,63.8396,8423,0.0027209,-0.136734,0.0103178,inf
DAPK2,other,True,6.94914,0,,,-0.0344685,
NSMAF,other,True,82.0512,8423,0.000203315,-0.0509107,-0.00162446,inf
ADSS,other,True,174.525,0,,0.00130264,,
STAP1,other,False,0.0236004,0,,,0.0295017,
TIMP2,other,True,459.028,0,,,-0.055228,
RFC1,other,True,61.3686,8423,-4.56149e-05,0.00164601,-0.00213453,-inf
TBC1D23,other,True,40.5134,8423,0.000252162,-0.0339812,-0.00983701,inf
CUL3,other,True,258.962,8423,0.000270528,0.00126087,-0.00174609,inf
MYOM2,other,False,1.53768,0,,,-0.371162,
OTC,other,False,0.0245669,0,,,,
CYP46A1,other,False,1.78546,0,,,,
AC118549.1,other,True,79.3857,0,,-0.0249974,,
SLC18A1,other,False,0,0,,,,
USP2,other,True,6.25402,0,,-0.207598,,
CASR,other,False,0,0,,,,
TUBG2,other,True,53.4027,0,,,-0.0384517,
FLT4,other,False,0.0892818,0,,,,
NSUN2,other,True,238.47,8423,0.000667345,0.00242789,-0.000746369,inf
FBXO42,other,True,80.5486,8423,0.000488346,-0.0781396,-0.00397294,inf
MFAP3,other,True,7.0843,0,,,-0.0810681,
MRI1,other,True,35.5078,8423,0.00110023,-0.173301,-0.00841143,inf
METTL1,other,True,28.0186,8423,0.000545681,-0.145951,-0.0136294,inf
HOXC8,other,False,2.80813,0,,-0.277723,,
AGA,other,True,25.8987,0,,,-0.00497824,
PI4K2B,other,True,50.9654,8423,0.00116858,-0.0651224,-0.000169625,inf
BOD1L1,other,True,29.4841,8423,0.000264838,-0.0523991,-0.00632584,inf
MAT2B,other,True,326.092,8423,0.000157938,-0.149282,0.000544317,inf
TLL1,other,True,14.9788,0,,,,
EDC4,other,True,133.981,8423,0.00015723,-0.0707972,-0.00245909,inf
TRIO,other,True,101.511,8423,0.00256275,-0.163486,0.0594425,inf
VCAN,other,False,0.214565,0,,,,
CLEC16A,other,True,27.2123,0,,,-0.0059294,
MSR1,other,False,0.00412231,0,,,,
CDH1,other,True,42.2983,0,,,-0.445219,
MTREX,other,True,84.0947,8423,0.000138522,-0.0233093,-0.0027457,inf
DNAH5,other,False,0.681971,0,,,,
ZFYVE16,other,True,105.05,8423,0.00130532,0.00291323,-0.00919273,inf
RIPOR1,other,True,42.7283,0,,,-0.00922789,
C6,other,False,0.00767289,0,,,,
RAI14,other,True,129.863,8296,0.00169407,-0.0334785,-0.333282,inf
SOX30,other,False,0.122773,0,,,,
BEST2,other,False,0.0400972,0,,,,
PHLPP2,other,True,21.57,0,,,-0.0159832,
SPDL1,other,True,8.25131,8423,7.13481e-05,-0.0751365,-0.00326251,inf
STAU2,other,True,390.11,8423,0.000772108,0.00102404,0.00286661,0.450645
SLC66A1,other,True,15.1812,0,,,-0.0411261,
CTNS,other,True,20.8347,0,,,-0.00144538,
RTN4R,other,False,3.30524,0,,,-0.14477,
PHF23,other,True,37.9194,8423,0.000192458,-0.0547366,-0.00775873,inf
CDH10,other,False,0.0176736,0,,,,
INPP4A,other,True,87.506,8423,-0.000310432,-0.128785,0.00373174,-inf
RAB27B,other,True,14.7989,0,,,-0.0805172,
PSMA4,other,True,183.655,8423,0.000177283,-4.78472e-05,-6.02192e-05,inf
MYO16,other,False,0.0045786,0,,,,
LSG1,other,True,45.0155,8423,9.66441e-05,-0.0233183,-0.0034591,inf
PARP3,other,True,7.04308,0,,,-0.044719,
TNC,other,True,25.3003,0,,,,
THAP3,other,True,50.7762,8423,-0.00039968,-0.120446,-0.0111194,-inf
RIPOR3,other,False,0.0566155,0,,-0.199545,,
TDP1,other,True,67.447,8423,0.00237561,-0.0871025,8.74704e-05,inf
AIFM2,other,True,34.7892,8423,0.00140393,-0.158486,-0.0111277,inf
C2orf83,other,False,0,0,,,,
SPATA7,other,True,13.2692,0,,,-0.067426,
MED17,other,True,65.0359,8423,-1.69151e-05,-0.100288,-0.0038098,-inf
RETSAT,other,True,23.9318,8423,0.000829937,-0.152314,-0.0114958,inf
CAPG,other,True,205.007,8423,0.00177849,0.0115543,0.0542181,0.071057
AP2S1,other,True,308.287,8423,0.000479644,0.00135284,-0.00225406,inf
USH2A,other,False,0,0,,,,
ZPBP,other,False,0.0179347,0,,,,
TG,other,False,0.248648,0,,,,
ADAM28,other,False,0.529356,0,,,,
BARX2,other,True,39.0891,0,,,,
DCUN1D1,other,True,147.274,8423,0.000665698,0.000822709,-0.00181641,inf
JADE2,other,True,55.0923,0,,,-0.00571362,
ZIC2,other,True,10.0726,0,,-0.0590863,,
LCP2,other,True,27.4584,8423,-0.000725985,-0.0662324,0.00116148,-inf
TRIT1,other,True,51.8024,8423,0.000333079,-0.0327718,-0.00748904,inf
ADRB1,other,False,2.13447,0,,,,
GUCA2B,other,False,0,0,,,,
CUL7,other,True,15.9726,0,,,-0.0413363,
CTNNA1,other,True,247.976,8423,0.0010274,-0.0938982,0.00756732,inf
PHKA2,other,True,53.8659,0,,,-0.0131681,
CNTLN,other,True,38.2357,0,,,0.177196,
EPHA3,other,True,9.38971,0,,,,
HSPA5,unfolded protein response,True,12.7705,8423,0.00169159,0.0125092,0.00114594,0.446785
DSG2,other,True,316.948,0,,-0.0520814,,
GEMIN8,other,True,21.8393,8423,-0.000370985,-0.154851,-0.0292685,-inf
OFD1,other,True,22.6318,8423,0.00150283,-0.0290892,-0.00392561,inf
GPM6B,other,False,0.125663,0,,,,
MAGEC2,other,False,0,0,,,,
PREX2,other,True,9.5558,0,,,,
WDR37,other,True,56.3435,0,,,-0.00460337,
YTHDC2,other,True,94.0249,8423,0.00127619,-0.00409474,-0.00187279,inf
CTPS2,other,True,15.6229,0,,,-0.0313433,
ATP6V1H,other,True,187.225,8423,0.000191719,-0.0795302,-0.00346873,inf
POLR2B,other,True,267.551,8423,6.37504e-05,-0.000140717,-0.00149164,inf
FAM214A,other,True,106.874,0,,,,
ARAP2,other,True,15.4668,0,,,0.00133377,
TPR,other,True,205.282,8423,0.000243782,0.000953154,-0.00138003,inf
CP,other,True,215.047,0,,,,
KIAA0556,other,True,31.5685,0,,,,
DTNBP1,other,True,54.4492,8423,0.000320018,-0.0401579,-0.00316117,inf
XK,other,False,0.792431,0,,-0.147926,,
ANO2,other,False,0.0936966,0,,,,
C12orf4,other,True,28.6847,8423,0.000571066,-0.282698,-0.00808751,inf
SCML1,other,True,31.5106,0,,,,
WWC3,other,True,34.6988,0,,,0.0470007,
ARHGAP6,other,False,0.0505727,0,,0.00575,,
MAP4,other,True,299.942,8423,0.000566921,0.000605431,-0.000374262,inf
GOPC,other,True,156.499,8423,0.00081492,-0.0773198,-0.00181207,inf
ROS1,other,False,0.0910816,0,,,,
USP28,other,True,65.8338,8423,0.000114897,-0.151678,-0.00550707,inf
HDAC9,other,True,16.3508,0,,,0.00438893,
TSPAN17,other,True,19.4902,8423,0.000996056,-0.154111,-0.00372724,inf
NOP16,other,True,253.354,8423,0.000978056,0.0037417,0.00632085,0.201113
CC2D2A,other,True,16.3883,0,,,,
RRM2B,p53 targets,True,18.4224,8423,0.000122956,-0.187604,-0.00672967,inf
ZNF800,other,True,51.8413,8423,0.000658458,0.00147874,-0.00319341,inf
TNFRSF17,other,False,0.0190846,0,,,,
SNX29,other,True,20.2895,0,,,-0.0406273,
LMO3,other,False,0.00728953,0,,,,
GUCA1A,other,False,0.00761635,0,,,,
RSF1,other,True,98.0885,8423,0.000336766,0.00147624,-0.0026906,inf
VPS13D,other,True,154.994,8423,0.000944143,-0.0804493,-0.00570723,inf
CELF2,other,True,126.89,8423,0.000210162,0.00256325,-0.000323668,inf
FAM120A,other,True,281.301,8423,0.00025087,-0.0358909,-0.00150019,inf
R3HDM1,other,True,92.9489,8423,0.000354758,0.00208434,-0.00336907,inf
COL9A2,other,False,1.85647,0,,,0.0246295,
KITLG,other,True,9.38667,0,,,,
ERCC8,other,True,77.5858,8423,0.00247423,-0.107087,-0.006458,inf
ADAMTS6,other,True,13.4806,0,,,-0.0951288,
H6PD,other,True,16.5098,0,,,-0.021633,
VAMP3,other,True,198.574,8423,0.000772424,-0.0455034,-0.00191998,inf
PER3,other,True,31.5292,8366,-0.000102131,-0.146239,-0.130717,-inf
UTS2,other,False,0.027732,0,,,-0.0173998,
TNFRSF9,other,False,0.379809,0,,,0.015166,
EPN3,other,False,1.2215,0,,,,
LTBP1,other,True,10.0669,0,,-0.0678301,,
RCN1,other,True,213.468,8423,0.00175789,-0.126294,0.00111719,inf
ELN,other,False,0.0536445,0,,,,
RFC2,other,True,101.56,8423,0.000330122,-0.0113874,0.00127683,inf
ARID1B,other,True,22.4779,8423,0.000211687,0.0006118,-0.00953081,inf
CLPTM1L,other,True,588.174,8423,0.00064837,0.00103468,-0.000141929,inf
NEDD4L,other,True,83.0791,0,,,0.0305484,
FOXP3,other,False,0.291872,0,,,0.13896,
PPP1R3F,other,True,7.30094,0,,,-0.0189248,
HEXB,other,True,153.092,8423,0.00094541,-0.0503113,-0.0031223,inf
PTCD2,other,True,26.9239,8423,0.0015456,-0.122594,-0.0170522,inf
NEXMIF,other,False,4.51401,0,,,,
JKAMP,other,True,31.6087,8423,0.000139793,-0.203233,-0.0238263,inf
DKK3,other,True,83.8657,0,,,,
ARHGEF5,other,True,25.9494,0,,,-0.031705,
NFE2L3,other,False,3.82097,8423,0.00106256,-0.16131,-0.000662579,inf
MCUR1,other,True,103.014,8423,0.000651892,-0.052745,0.000290125,inf
LIMA1,other,True,92.3383,8423,6.86792e-05,-0.182791,0.0107429,inf
LETMD1,other,True,52.1731,8423,0.00155017,0.00465144,-0.00441004,inf
SLC4A8,other,True,5.45328,0,,,-0.0617921,
LAMC3,other,False,1.22964,0,,,,
PTGER3,other,False,0.662165,0,,,-0.126324,
TNIP3,other,False,0.11095,0,,,-0.00518263,
MAPK9,other,True,183.887,8423,0.00109483,-0.0627108,-0.000432652,inf
COL23A1,other,False,0.69931,0,,-0.183756,,
BCAR1,other,True,50.8435,0,,-0.197596,,
FAM160A2,other,True,39.9248,0,,,,
HERPUD1,unfolded protein response,True,33.9122,8423,0.00185482,-0.0410827,0.00307165,inf
HOMER3,other,True,13.7356,0,,-0.147156,,
RAD51,other,True,73.1055,8423,0.000418828,-0.145983,0.0041689,inf
POLQ,other,True,47.1039,8423,0.000568313,-0.0855186,0.0015534,inf
PIK3CB,other,True,69.9824,8423,0.000470903,0.00464391,-0.0121008,inf
CYBA,other,True,129.184,8423,0.000964612,0.00387574,0.00164152,0.382431
THOC3,other,True,114.434,0,,-0.0349734,,
HEBP2,other,True,148.424,8423,0.00111652,-0.0311354,0.00270767,inf
MPHOSPH9,other,True,123.968,8423,0.000461763,-0.00287266,-0.000540559,inf
PLEKHA5,other,True,106.277,8423,0.00101342,0.00165535,0.00976415,0.252074
PRSS8,other,True,32.2193,0,,,,
SIKE1,other,True,85.588,8423,0.000251688,0.00194237,-0.00311945,inf
RRP12,other,True,67.1998,8423,0.00047733,-0.0882054,-0.00827852,inf
FNIP2,other,True,12.7379,8423,0.000966641,-0.0142885,-0.00434978,inf
MSMO1,cholesterol synthesis,True,124.21,8423,0.00126535,-0.0157512,0.00170335,inf
TTC17,other,True,64.2611,8423,0.00087162,-0.0691612,-0.00185794,inf
ALX4,other,False,1.13444,0,,,,
FSTL4,other,True,87.8227,0,,,,
FOXN3,other,True,42.7137,8423,0.000275854,-0.153423,-0.00297758,inf
METTL24,other,False,0.0173104,0,,,,
AKR7A2,other,True,27.8498,8423,0.000920373,0.00295237,-0.00674253,inf
MRTO4,other,True,83.3693,8423,0.00061753,0.0020996,-0.00217475,inf
NNAT,other,False,0.00248677,0,,,,
USE1,other,True,17.4251,8423,0.000508726,-0.0430313,-0.0186055,inf
MCF2L2,other,True,7.31309,0,,,-0.0432473,
LAMA3,other,True,19.8314,0,,,,
AP5M1,other,True,68.7472,8423,0.000609716,-0.0940929,-0.00291482,inf
ANAPC4,other,True,78.4384,8423,0.000108087,-0.0607068,-0.00373707,inf
KCNQ1,other,True,5.19833,0,,,-0.00538981,
TRAPPC3,other,True,125.78,8423,0.000169757,0.000614615,-0.00204219,inf
THRAP3,other,True,142.175,8423,0.000543323,0.000570408,-0.00241586,inf
PHPT1,other,True,339.061,8423,0.00139471,0.0031055,0.0041273,0.389569
ENTPD2,other,False,2.24084,0,,,,
LY75,other,False,0.312888,0,,,0.00682283,
ARID4B,other,True,152.689,8423,0.00037208,0.00154157,-0.000849502,inf
OPN3,other,True,34.4904,0,,,-0.00483518,
SDCCAG8,other,True,57.2089,8423,0.00188627,-0.00858999,-0.0117764,inf
PTPRN,other,False,0.00103455,0,,,,
HHAT,other,True,7.23226,0,,,-0.0809931,
KIF1B,other,True,115.479,8423,0.00101251,-0.0530541,0.00524028,inf
FOXC1,other,True,34.6951,0,,-0.163934,,
TBC1D22A,other,True,23.8864,8423,0.001043,-0.125387,-0.00738225,inf
SYNE2,other,True,366.949,0,,,0.0132068,
PLEKHH1,other,True,5.24841,0,,,-0.343768,
ATP9A,other,True,42.0258,0,,,0.0619096,
SPO11,other,False,0.0167121,0,,,,
CBLN4,other,False,0.00361196,0,,,,
CHRDL2,other,False,0.0101432,0,,,,
FAM168A,other,True,140.005,0,,,-0.00664088,
RELT,other,True,17.7088,0,,,-0.0133968,
GALC,other,False,1.82026,8423,0.000935465,0.00659079,-0.00941729,inf
NOP58,other,True,167.369,8423,0.000309351,0.00133963,-0.00012653,inf
SZRD1,other,True,274.291,8423,0.000215581,-0.0345544,-0.00163011,inf
KCNH2,other,True,26.1097,8256,-0.00317322,0.00478786,-0.233202,-inf
CUL1,other,True,37.3653,8423,3.46155e-05,0.00118367,-0.00406365,inf
FAM114A2,other,True,54.0548,8423,0.00134492,-0.0614599,-0.00298042,inf
CYFIP2,other,True,83.8268,0,,,-0.000430052,
TAB2,other,True,128.087,8423,0.000187826,-0.0759377,0.00136613,inf
GINM1,other,True,152.957,8423,0.0013571,-0.0615436,-0.00406375,inf
EIF2AK2,other,True,301.41,8423,0.0012057,-0.0155228,0.00184305,inf
USP36,other,True,43.5241,8423,0.000735199,-0.021279,-0.00386609,inf
KMT2C,other,True,124.589,8423,0.000277229,0.0026621,-0.000532964,inf
MCOLN3,other,True,17.9149,0,,,-0.00619008,
CCDC85A,other,False,0.162318,0,,,,
PUM2,other,True,149.533,8423,0.00011568,0.000886748,-0.00143781,inf
ITIH4,other,False,0.182552,0,,,-0.158339,
ITIH1,other,False,0.0177361,0,,,,
HPF1,other,True,38.5048,8423,0.000912826,-0.0371329,-0.0149413,inf
ZFR,other,True,49.929,8423,0.00034307,0.00116674,-0.00149674,inf
ZNF280C,other,True,34.9217,0,,,-0.0165688,
NPFFR2,other,False,0,0,,,,
PHF21B,other,True,6.22768,0,,,,
TRAF1,other,True,5.51959,0,,,0.00461582,
RC3H2,other,True,95.6036,8423,-9.65136e-06,-0.045022,-0.002051,-inf
IL17RB,other,False,0.615555,0,,,0.107785,
TRAF3IP2,other,True,39.3796,0,,,-0.00593829,
GYG2,other,False,0.175468,0,,,,
DCBLD2,other,True,185.542,8423,0.00118596,-0.144666,-0.0223028,inf
SERPINB3,other,True,7.10725,0,,,,
SOAT1,other,True,56.4799,8423,0.00119586,-0.0161312,0.000442961,inf
PKP2,other,True,53.3748,0,,,,
MSH4,other,False,0.502834,0,,,,
F7,other,False,0,0,,,,
GDI2,other,True,27.7184,8423,0.000586252,-0.000190993,-0.0166508,inf
PRDM1,other,True,9.75077,0,,,0.0079685,
ATG5,other,True,45.1101,8423,0.000608226,0.00120811,-0.00283141,inf
TMCC3,other,True,8.80245,0,,,,
PITHD1,other,True,145.462,8423,0.000309278,0.00418701,-0.00136285,inf
MTA3,other,True,101.879,8423,0.00131321,-0.0530441,-0.00317248,inf
USP13,other,True,76.6437,8423,0.000410506,-0.16295,-0.00310303,inf
ATP11B,other,True,260.479,8423,0.000111943,0.00296094,-0.00102497,inf
LAMC2,other,True,14.6013,0,,,,
CDK14,other,True,49.5355,0,,,-0.101697,
SEC61A1,other,True,147.667,8423,0.000204921,-0.0891636,-1.00657e-05,inf
PPP1R12A,other,True,126.669,8423,0.000266585,-0.0525454,-0.0014866,inf
RASGRF1,other,False,0.433179,0,,,,
CAMK2B,other,False,0.00986306,0,,,,
CROCC,other,True,10.4861,0,,,-0.0620231,
POLR3E,other,True,41.8508,8423,0.000374219,-0.0193069,-0.00556634,inf
ATP2B4,other,True,133.832,0,,,0.00363013,
ZC3H11A,other,True,6.35551,0,,,,
RIOK2,other,True,67.4793,8423,0.000380581,-0.0242023,-0.00407726,inf
YIPF1,other,True,22.1844,8423,0.000423622,-0.037212,-0.0105085,inf
NDC1,other,True,152.012,8423,0.000885874,0.00207966,0.00304508,0.352027
DGKG,other,False,0.476396,0,,,-0.00408786,
TBXAS1,other,False,0.0465675,0,,,0.0374805,
PARP12,other,True,40.7325,8423,0.000679774,-0.2217,0.0048256,inf
ALDH18A1,other,True,92.9215,8423,0.0011129,-0.135713,-0.00184995,inf
TARBP1,other,True,111.213,8423,0.000617389,-0.128869,0.000228588,inf
GATB,other,True,49.6139,8423,0.000255643,-0.0409822,-0.00944141,inf
MXD1,other,True,9.90864,8423,0.000275878,-0.158326,-0.00340594,inf
CDK17,other,True,31.6171,8423,7.62443e-05,-0.105751,-0.00441491,inf
DNAJC25,other,True,30.9437,8423,0.000767688,-0.147719,-0.00990629,inf
SLC2A3,other,True,9.05824,8423,0.000441611,-0.0134418,0.0027164,inf
PSD,other,False,1.02379,0,,,-0.155793,
CTDP1,other,True,46.6886,0,,,-0.00143738,
YBX3,other,True,509.196,8423,0.000321906,0.00103833,0.00931887,0.103485
STYK1,other,False,3.31341,0,,,,
WNK1,other,True,96.5635,8423,0.000420562,-0.092475,-0.000276423,inf
CCAR1,other,True,13.624,8423,0.000322801,0.000695811,-0.013747,inf
OGFR,other,True,218.373,8423,0.000700484,-0.05442,-0.000989172,inf
GNA15,other,True,181.946,0,,,0.0328659,
CREB3L3,other,False,0.989736,0,,,,
PIGV,other,True,19.4151,0,,,-0.000120706,
PTPRU,other,True,31.9457,0,,,,
SNRNP40,other,True,303.957,8423,0.000840835,0.00142851,0.000463994,1.03279
RIMBP2,other,False,0.821167,0,,,,
COL11A1,other,False,0.0456042,0,,,,
QSER1,other,True,172.944,8423,0.00106623,-0.0531213,-0.00104885,inf
MPC1,other,True,33.9462,8423,0.00192338,0.00828074,-0.0074667,inf
ACAA1,other,True,72.819,8423,0.000789688,0.00194727,-0.00146311,inf
BCAT1,other,True,79.69,8423,0.000995285,0.00306176,0.0286886,0.106196
HDAC7,other,True,150.344,8423,0.000648326,-0.0539082,0.00120904,inf
LZTS1,other,True,17.0189,0,,,0.0042819,
PRDM6,other,False,1.39594,0,,,,
WNT8A,other,False,0.0576868,0,,,,
SPAG4,other,False,1.73412,0,,,-0.106271,
NCKAP1,other,True,355.668,8423,0.000314653,-0.0329221,-0.0151036,inf
GUCY1B1,other,True,12.8308,0,,,-0.0184767,
SFSWAP,other,True,38.664,8423,5.0422e-05,0.000810661,-0.00625527,inf
TNK2,other,True,32.5582,0,,,-0.000128753,
MON2,other,True,24.4977,8423,0.000525617,-0.114282,-0.00603158,inf
CDH3,other,True,55.9378,0,,,,
ARSF,other,False,0.0014552,0,,,,
GPBP1,other,True,258.766,8423,0.000422438,0.000985586,-0.000977638,inf
DGAT2,other,True,8.16943,0,,,-0.0576057,
ZNF112,other,False,1.31697,0,,,,
CS,other,True,314.691,8423,-0.000337013,0.000622676,-0.0811725,-inf
LTK,other,False,0.149137,0,,,-0.256886,
ELMO2,other,True,47.8149,0,,,-0.0019921,
WAPL,other,True,86.4561,8423,8.0508e-05,-0.0539264,-0.00235581,inf
VMP1,other,True,239.153,8423,0.000314881,0.0039497,0.00118094,0.145798
APPBP2,other,True,50.3288,8423,0.000273372,-0.0725095,-0.00457109,inf
POLD1,other,True,159.323,8423,0.000565494,-0.0596112,0.00145743,inf
SEZ6,other,False,0.00462589,0,,,,
EIF4B,other,True,156.79,8423,0.000515075,0.00326738,-0.000861316,inf
SLC6A16,other,False,0.443559,0,,,-0.251985,
BICRA,other,True,23.3146,0,,,-0.0115863,
SPHK2,other,True,17.4747,0,,,-0.0172775,
CA11,other,True,23.7769,8423,0.00151845,-0.249177,-0.0185007,inf
ISOC2,other,True,44.7827,8423,0.00191781,0.00622132,-0.00123876,inf
U2AF2,other,True,73.7491,8423,0.000517073,-0.0600965,-0.00408292,inf
EPN1,other,True,53.9381,8423,0.000567248,0.000850969,-0.00794914,inf
MED29,other,True,27.2512,8423,7.65873e-05,-0.12475,-0.0161497,inf
AHRR,other,False,4.1928,0,,,0.0115732,
GSC2,other,False,0.000840374,0,,,,
ZNF275,other,True,24.2897,0,,,-0.00678728,
MTMR1,other,True,104.018,0,,,-0.000253018,
GPC1,other,True,221.94,0,,,-0.0197742,
HAGH,other,True,141.899,8423,0.00164493,-0.0871401,-0.000960888,inf
RNF4,other,True,152.518,8423,-0.00018045,-0.0900152,-0.00123961,-inf
CASP8,other,True,96.7628,8423,0.000286071,-0.132585,0.000457795,inf
LIMCH1,other,True,269.533,0,,,,
INTS13,other,True,169.956,8423,0.000962859,-0.0776005,-0.000493384,inf
TM7SF3,other,True,246.988,8423,0.00061095,-0.130771,0.00211627,inf
DLX3,other,False,1.67008,0,,,,
SPA17,other,True,35.5484,8423,0.00132415,-0.0682183,-0.0622708,inf
TSPAN32,other,False,0.00387795,8423,0.00678651,-0.209823,-0.0824193,inf
CCN5,other,False,0.831742,0,,,,
DMRT3,other,False,1.27235,0,,,,
ST3GAL6,other,False,4.36876,0,,,,
